Activity Name,Sport Type,start_latlng,elev_high,distance,type,total_elevation_gain,elev_low,start_date,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
Lake Cadillac,Ride,"(44.217399, -85.408249)",1447.506608,16593.7,root='Ride',89.6,392.1,2020-04-16 23:22:25+00:00,Cadillac,Michigan,US,2.58,0.59,3.17,1366.96,0.992,3.2,10.31,294,04/16/20
WPT - Leroy,Ride,"(44.217481, -85.408312)",1429.790072,56196.4,root='Ride',189.5,363.6,2020-04-11 18:51:25+00:00,Cadillac,Michigan,US,8.73,1.24,9.97,1311.35,0.992,10.05,34.92,622,04/11/20
Cadillac Pathway,MountainBikeRide,"(44.267297, -85.3776)",1447.1785240000002,17437.9,root='Ride',240.6,379.2,2020-04-08 18:32:17+00:00,Cadillac,Michigan,US,4.33,1.58,5.91,1345.64,0.992,5.96,10.84,789,04/08/20
Dighton,Ride,"(44.217583, -85.407836)",1697.8346999999999,44580.5,root='Ride',465.9,380.6,2020-04-06 19:13:58+00:00,Cadillac,Michigan,US,6.93,3.06,9.99,1473.26,0.992,10.07,27.7,1529,04/06/20
Cadillac Pathway,MountainBikeRide,"(44.267236, -85.378068)",1447.1785240000002,17514.3,root='Ride',244.1,379.2,2020-04-05 20:29:01+00:00,Cadillac,Michigan,US,4.35,1.6,5.949999999999999,1345.64,0.992,6.0,10.88,801,04/05/20
Cadillac Pathway,MountainBikeRide,"(44.267264, -85.377625)",1447.1785240000002,17576.6,root='Ride',240.0,379.2,2020-04-03 18:39:50+00:00,Cadillac,Michigan,US,4.37,1.57,5.94,1345.64,0.992,5.99,10.92,787,04/03/20
Both Lakes,Ride,"(44.217588, -85.408206)",1430.118156,32052.9,root='Ride',101.6,389.6,2020-04-02 19:23:36+00:00,Cadillac,Michigan,US,4.98,0.67,5.65,1354.17,0.992,5.7,19.92,333,04/02/20
County Line + Lake Cadillac,Ride,"(44.216092, -85.410549)",1448.4908599999999,37948.3,root='Ride',278.6,372.4,2020-04-01 17:12:06+00:00,Cadillac,Michigan,US,5.89,1.83,7.72,1335.14,0.992,7.78,23.58,914,04/01/20
WPT - Tustin,Ride,"(44.217376, -85.408505)",1430.118156,35180.2,root='Ride',151.7,365.9,2020-03-27 19:14:09+00:00,Cadillac,Michigan,US,5.46,1.0,6.46,1315.29,0.992,6.51,21.86,498,03/27/20
Lake Cadillac,Ride,"(44.217579, -85.408145)",1430.118156,16390.8,root='Ride',67.3,389.6,2020-03-26 18:57:42+00:00,Cadillac,Michigan,US,2.55,0.44,2.9899999999999998,1354.17,0.992,3.01,10.18,221,03/26/20
Both Lakes,Ride,"(44.217546, -85.408247)",1430.118156,32160.9,root='Ride',99.6,389.6,2020-03-23 19:37:07+00:00,Cadillac,Michigan,US,5.0,0.65,5.65,1354.17,0.992,5.7,19.98,327,03/23/20
WPT - Overpass,Ride,"(44.217462, -85.408237)",1430.118156,18625.4,root='Ride',128.4,384.9,2020-03-19 18:16:01+00:00,Cadillac,Michigan,US,2.89,0.84,3.73,1346.46,0.992,3.76,11.57,421,03/19/20
Lake Cadillac,Ride,"(44.217162, -85.408382)",1430.118156,16238.3,root='Ride',65.7,390.4,2020-03-16 20:30:55+00:00,Cadillac,Michigan,US,2.52,0.43,2.95,1355.48,0.992,2.97,10.09,216,03/16/20
Lake Cadillac,Ride,"(44.217506, -85.408383)",1430.118156,16281.7,root='Ride',61.0,391.9,2019-12-26 18:59:12+00:00,Cadillac,Michigan,US,2.53,0.4,2.9299999999999997,1357.94,0.992,2.95,10.12,200,12/26/19
Afternoon Run,Run,"(44.233644, -85.416585)",1306.430488,2394.8,root='Run',0.0,392.9,2019-12-23 21:30:04+00:00,Cadillac,Michigan,US,1.49,0.0,1.49,1297.74,0.992,1.5,1.49,0,12/23/19
Lake Cadillac,Ride,"(44.217478, -85.408265)",1430.118156,16325.5,root='Ride',68.3,390.1,2019-12-22 19:50:01+00:00,Cadillac,Michigan,US,2.54,0.45,2.99,1354.99,0.992,3.01,10.14,224,12/22/19
Cross Country Ski,NordicSki,"(44.217684, -85.408107)",1437.336004,1517.9,root='NordicSki',0.0,435.4,2019-12-22 03:17:00+00:00,Cadillac,Michigan,US,0.94,0.0,0.94,1432.91,0.992,0.95,0.94,0,12/22/19
Afternoon Run,Run,"(42.294563, -83.719583)",918.307116,4847.0,root='Run',53.3,232.0,2019-12-16 18:03:08+00:00,Ann Arbor,Michigan,US,3.01,0.35,3.36,839.73,0.992,3.39,3.01,175,12/16/19
Night Run,Run,"(42.294573, -83.719624)",919.619452,5140.3,root='Run',24.6,267.7,2019-12-10 02:15:28+00:00,Ann Arbor,Michigan,US,3.19,0.16,3.35,898.95,0.992,3.38,3.19,81,12/10/19
Evening Run,Run,"(42.29542, -83.720103)",919.619452,2339.1,root='Run',14.7,267.7,2019-12-09 00:04:26+00:00,Ann Arbor,Michigan,US,1.45,0.1,1.55,898.95,0.992,1.56,1.45,48,12/09/19
Night Run,Run,"(42.294976, -83.719806)",919.2913679999999,9532.2,root='Run',81.0,232.0,2019-12-08 03:16:27+00:00,Ann Arbor,Michigan,US,5.92,0.53,6.45,840.22,0.992,6.5,5.92,266,12/08/19
Afternoon Run,Run,"(42.294718, -83.719688)",918.307116,4586.7,root='Run',38.9,232.0,2019-12-05 22:12:19+00:00,Ann Arbor,Michigan,US,2.85,0.26,3.1100000000000003,839.73,0.992,3.14,2.85,128,12/05/19
Afternoon Run,Run,"(42.295002, -83.720392)",943.2415,2364.6,root='Run',53.6,236.3,2019-12-04 20:28:56+00:00,Ann Arbor,Michigan,US,1.47,0.35,1.8199999999999998,859.25,0.992,1.83,1.47,176,12/04/19
Afternoon Run,Run,"(42.29446, -83.719601)",927.165384,6965.5,root='Run',60.8,232.0,2019-11-26 21:25:43+00:00,Ann Arbor,Michigan,US,4.33,0.4,4.73,844.16,0.992,4.77,4.33,199,11/26/19
Olson Park,MountainBikeRide,"(42.293733, -83.720467)",940.6168279999999,21475.9,root='Ride',188.7,247.0,2019-10-23 18:21:59+00:00,Ann Arbor,Michigan,US,5.34,1.24,6.58,875.49,0.992,6.63,13.34,619,10/23/19
Cadillac Pathway,MountainBikeRide,"(44.267209, -85.377237)",1445.21002,17132.0,root='Ride',230.8,379.9,2019-10-14 20:24:11+00:00,Cadillac,Michigan,US,4.26,1.51,5.77,1345.8,0.992,5.82,10.65,757,10/14/19
Cedar Bend,MountainBikeRide,"(42.294443, -83.719778)",943.897668,7190.6,root='Ride',168.1,230.5,2019-10-10 19:55:35+00:00,Ann Arbor,Michigan,US,1.79,1.1,2.89,850.07,0.992,2.91,4.47,552,10/10/19
Cedar Bend,MountainBikeRide,"(42.288369, -83.723922)",943.897668,5702.7,root='Ride',151.0,230.6,2019-10-04 17:48:10+00:00,Ann Arbor,Michigan,US,1.42,0.99,2.41,850.23,0.992,2.43,3.54,495,10/04/19
Both Lakes,Ride,"(44.217448, -85.408041)",1430.118156,27211.8,root='Ride',85.3,391.0,2019-09-28 15:50:45+00:00,Cadillac,Michigan,US,4.23,0.56,4.790000000000001,1356.46,0.992,4.83,16.91,280,09/28/19
Olson Park,MountainBikeRide,"(42.294495, -83.722001)",943.897668,25094.7,root='Ride',340.4,230.5,2019-09-25 17:55:31+00:00,Ann Arbor,Michigan,US,6.24,2.23,8.47,850.07,0.992,8.54,15.59,1117,09/25/19
Baits Downhill,MountainBikeRide,"(42.291537, -83.723747)",929.133888,1901.5,root='Ride',75.7,242.6,2019-09-16 23:38:38+00:00,Ann Arbor,Michigan,US,0.47,0.5,0.97,862.53,0.992,0.98,1.18,248,09/16/19
Olson Park,MountainBikeRide,"(42.317417, -83.73056)",940.6168279999999,11252.2,root='Ride',142.8,242.6,2019-09-12 19:52:17+00:00,Ann Arbor,Michigan,US,2.8,0.94,3.7399999999999998,868.27,0.992,3.77,6.99,469,09/12/19
Olson Park,MountainBikeRide,"(42.297491, -83.725398)",941.2729959999999,9739.6,root='Ride',87.6,247.0,2019-09-12 18:25:33+00:00,Ann Arbor,Michigan,US,2.42,0.57,2.9899999999999998,875.82,0.992,3.01,6.05,287,09/12/19
Cadillac Pathway,MountainBikeRide,"(44.267281, -85.377601)",1449.1470279999999,9998.0,root='Ride',154.8,403.9,2019-08-28 20:00:42+00:00,Cadillac,Michigan,US,2.48,1.02,3.5,1387.14,0.992,3.53,6.21,508,08/28/19
VASA ST,MountainBikeRide,"(44.701861, -85.483417)",969.8163040000001,22780.2,root='Ride',115.4,267.1,2019-08-26 16:19:23+00:00,Kingsley,Michigan,US,5.66,0.76,6.42,923.06,0.992,6.47,14.15,379,08/26/19
NCT - Udell Hills,MountainBikeRide,"(44.231673, -86.075877)",990.81368,24334.1,root='Ride',365.1,209.7,2019-08-24 16:35:02+00:00,Manistee,Michigan,US,6.05,2.4,8.45,839.4,0.992,8.52,15.12,1198,08/24/19
Lake Cadillac,Ride,"(44.21742, -85.407991)",1429.790072,16124.2,root='Ride',62.5,390.9,2019-08-23 22:51:24+00:00,Cadillac,Michigan,US,2.5,0.41,2.91,1356.14,0.992,2.93,10.02,205,08/23/19
Both Lakes + WPT - Leroy,Ride,"(44.217726, -85.408107)",1429.790072,80622.1,root='Ride',238.3,366.2,2019-08-21 21:11:01+00:00,Cadillac,Michigan,US,12.52,1.56,14.08,1315.62,0.992,14.19,50.1,782,08/21/19
Cadillac Pathway,MountainBikeRide,"(44.267254, -85.378029)",1449.1470279999999,11578.8,root='Ride',185.3,404.0,2019-08-19 21:33:32+00:00,Cadillac,Michigan,US,2.88,1.22,4.1,1387.3,0.992,4.13,7.19,608,08/19/19
Sprint,Ride,"(44.217288, -85.407834)",1429.790072,3450.9,root='Ride',40.6,412.1,2019-08-17 21:31:17+00:00,Cadillac,Michigan,US,0.54,0.27,0.81,1390.91,0.992,0.82,2.14,133,08/17/19
WPT - Tustin,Ride,"(44.217287, -85.408167)",1429.790072,34969.2,root='Ride',144.6,366.2,2019-08-16 20:15:27+00:00,Cadillac,Michigan,US,5.43,0.95,6.38,1315.62,0.992,6.43,21.73,474,08/16/19
Cadillac Pathway,MountainBikeRide,"(44.267301, -85.377372)",1449.1470279999999,17732.8,root='Ride',240.2,379.7,2019-08-15 20:55:59+00:00,Cadillac,Michigan,US,4.41,1.58,5.99,1347.44,0.992,6.04,11.02,788,08/15/19
WPT - Overpass,Ride,"(44.217556, -85.408276)",1429.790072,17818.0,root='Ride',134.6,389.8,2019-08-12 20:52:11+00:00,Cadillac,Michigan,US,2.77,0.88,3.65,1354.33,0.992,3.68,11.07,442,08/12/19
Cadillac Pathway,MountainBikeRide,"(44.267273, -85.377467)",1449.1470279999999,17427.2,root='Ride',240.3,379.7,2019-08-11 22:52:41+00:00,Cadillac,Michigan,US,4.33,1.58,5.91,1347.44,0.992,5.96,10.83,788,08/11/19
Lake Cadillac,Ride,"(44.217544, -85.408112)",1429.790072,16268.6,root='Ride',67.2,388.6,2019-08-08 20:23:45+00:00,Cadillac,Michigan,US,2.53,0.44,2.9699999999999998,1352.36,0.992,2.99,10.11,220,08/08/19
Cadillac Pathway,MountainBikeRide,"(44.267889, -85.377279)",1448.818944,17545.4,root='Ride',243.7,379.7,2019-08-07 21:24:29+00:00,Cadillac,Michigan,US,4.36,1.6,5.960000000000001,1347.28,0.992,6.01,10.9,800,08/07/19
Dighton,Ride,"(44.217293, -85.407932)",1698.490868,44454.1,root='Ride',470.2,376.8,2019-08-06 20:51:11+00:00,Cadillac,Michigan,US,6.91,3.09,10.0,1467.36,0.992,10.08,27.62,1543,08/06/19
Cadillac Pathway,MountainBikeRide,"(44.267508, -85.376802)",1449.1470279999999,17177.3,root='Ride',236.7,379.7,2019-08-03 22:01:43+00:00,Cadillac,Michigan,US,4.27,1.55,5.819999999999999,1347.44,0.992,5.87,10.67,777,08/03/19
Mackinaw Trail,MountainBikeRide,"(44.217522, -85.408169)",1447.506608,4989.0,root='Ride',56.4,406.9,2019-08-02 17:25:47+00:00,Cadillac,Michigan,US,1.24,0.37,1.6099999999999999,1391.24,0.992,1.62,3.1,185,08/02/19
VASA ST,MountainBikeRide,"(44.701342, -85.482925)",969.8163040000001,21118.4,root='Ride',117.5,267.1,2019-08-02 14:48:43+00:00,Kingsley,Michigan,US,5.25,0.77,6.02,923.06,0.992,6.07,13.12,385,08/02/19
Cadillac Pathway,MountainBikeRide,"(44.267594, -85.377152)",1435.695584,8881.5,root='Ride',149.7,404.0,2019-07-31 23:16:06+00:00,Cadillac,Michigan,US,2.21,0.98,3.19,1380.58,0.992,3.22,5.52,491,07/31/19
Cadillac Pathway,MountainBikeRide,"(44.267268, -85.377111)",1449.1470279999999,17944.7,root='Ride',243.6,379.7,2019-07-30 21:54:25+00:00,Cadillac,Michigan,US,4.46,1.6,6.0600000000000005,1347.44,0.992,6.11,11.15,799,07/30/19
Lake Cadillac,Ride,"(44.217602, -85.408063)",1429.790072,16328.0,root='Ride',62.4,390.9,2019-07-29 23:07:55+00:00,Cadillac,Michigan,US,2.54,0.41,2.95,1356.14,0.992,2.97,10.15,205,07/29/19
Cadillac Pathway,MountainBikeRide,"(44.267206, -85.377886)",1449.1470279999999,11753.7,root='Ride',185.4,404.0,2019-07-28 15:31:18+00:00,Cadillac,Michigan,US,2.92,1.22,4.14,1387.3,0.992,4.17,7.3,608,07/28/19
Cadillac Pathway,MountainBikeRide,"(44.267352, -85.377173)",1449.1470279999999,18011.6,root='Ride',244.7,379.7,2019-07-26 16:57:44+00:00,Cadillac,Michigan,US,4.48,1.61,6.090000000000001,1347.44,0.992,6.14,11.19,803,07/26/19
WPT - Overpass,Ride,"(44.217447, -85.408064)",1429.790072,23045.8,root='Ride',139.5,372.2,2019-07-24 23:38:43+00:00,Cadillac,Michigan,US,3.58,0.92,4.5,1325.46,0.992,4.54,14.32,458,07/24/19
Cadillac Pathway,MountainBikeRide,"(44.267215, -85.37751)",1449.1470279999999,17913.4,root='Ride',251.5,379.7,2019-07-22 22:11:52+00:00,Cadillac,Michigan,US,4.45,1.65,6.1,1347.44,0.992,6.15,11.13,825,07/22/19
Lake Cadillac ,Ride,"(44.217153, -85.407709)",1429.790072,16851.6,root='Ride',64.9,390.9,2019-07-21 23:33:14+00:00,Cadillac,Michigan,US,2.62,0.43,3.0500000000000003,1356.14,0.992,3.07,10.47,213,07/21/19
Cadillac Pathway,MountainBikeRide,"(44.26756, -85.377322)",1449.1470279999999,17955.2,root='Ride',246.5,379.7,2019-07-16 21:05:48+00:00,Cadillac,Michigan,US,4.46,1.62,6.08,1347.44,0.992,6.13,11.16,809,07/16/19
Cadillac Pathway,MountainBikeRide,"(44.267177, -85.377138)",1449.1470279999999,17558.8,root='Ride',236.2,379.7,2019-07-14 19:54:40+00:00,Cadillac,Michigan,US,4.36,1.55,5.91,1347.44,0.992,5.96,10.91,775,07/14/19
Lake Cadillac,Ride,"(44.217712, -85.408244)",1436.351752,17073.7,root='Ride',70.1,391.7,2019-07-07 23:35:05+00:00,Cadillac,Michigan,US,2.65,0.46,3.11,1360.73,0.992,3.14,10.61,230,07/07/19
Both Lakes,Ride,"(44.21756, -85.408196)",1429.790072,32306.7,root='Ride',92.3,388.6,2019-07-05 18:58:46+00:00,Cadillac,Michigan,US,5.02,0.61,5.63,1352.36,0.992,5.68,20.07,303,07/05/19
Cadillac Pathway,MountainBikeRide,"(44.267211, -85.377474)",1449.1470279999999,17814.8,root='Ride',240.8,379.7,2019-07-04 16:04:28+00:00,Cadillac,Michigan,US,4.43,1.58,6.01,1347.44,0.992,6.06,11.07,790,07/04/19
WPT - Overpass,Ride,"(44.2176, -85.408226)",1434.3832479999999,19679.6,root='Ride',102.2,382.8,2019-07-02 21:16:56+00:00,Cadillac,Michigan,US,3.06,0.67,3.73,1345.14,0.992,3.76,12.23,335,07/02/19
